Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,name,position_0,position_1,velocity_0,velocity_1
52.707,5232,52,706000000,,"['joint1', 'joint2']",0.13868167967881018,-0.14698769978460646,0.05177683773550154,0.012399763495494577
52.717,5233,52,716000000,,"['joint1', 'joint2']",0.13918925056177756,-0.14686484027571645,0.04991130796574694,0.012182519501434758
52.727,5234,52,726000000,,"['joint1', 'joint2']",0.1396777554682762,-0.1467445003658021,0.04797220486276012,0.011903797882993276
52.737,5235,52,736000000,,"['joint1', 'joint2']",0.14277463529872048,-0.1543170559044995,0.32629949829619853,-0.7825394066285802
52.747,5236,52,746000000,,"['joint1', 'joint2']",0.14457419623655543,-0.15764451481789088,0.11278994287398922,-0.12702351049639898
52.757,5237,52,756000000,,"['joint1', 'joint2']",0.1454368092826792,-0.15811711793297967,0.07382803803575569,-0.010698067177397907
52.767,5238,52,766000000,,"['joint1', 'joint2']",0.14612116705307443,-0.15808183556129052,0.065654660940047,0.010057781333411564
52.777,5239,52,776000000,,"['joint1', 'joint2']",0.14676074710935616,-0.15795586808387263,0.0628444809324211,0.013754046649853136
52.787,5240,52,786000000,,"['joint1', 'joint2']",0.1473782426499497,-0.15781411866816786,0.060888389612741005,0.014345146868513764
52.797,5241,52,796000000,,"['joint1', 'joint2']",0.1479767391386142,-0.1576705931169391,0.058992982011368066,0.014318011231581988
52.807,5242,52,806000000,,"['joint1', 'joint2']",0.14855591853735906,-0.15752840990875772,0.05702541638085265,0.014120788526791737
52.817,5243,52,816000000,,"['joint1', 'joint2']",0.14911493993027047,-0.15738869343202833,0.05497028015414494,0.013838878946969072
52.827,5244,52,826000000,,"['joint1', 'joint2']",0.14965295133078538,-0.15725215791196323,0.052832998544439826,0.013492902582386335
52.837,5245,52,836000000,,"['joint1', 'joint2']",0.15279088850753197,-0.16479065428801665,0.33091075218492566,-0.7809971921589005
52.847,5246,52,846000000,,"['joint1', 'joint2']",0.15463957735745115,-0.16811494831425922,0.11761731582883724,-0.126724613134307
52.857,5247,52,856000000,,"['joint1', 'joint2']",0.1555478630435525,-0.16858044407105677,0.07819815304590555,-0.009710018189601557
52.867,5248,52,866000000,,"['joint1', 'joint2']",0.15627406794300036,-0.16853369046069222,0.06970274257266462,0.011281938826046473
52.877,5249,52,876000000,,"['joint1', 'joint2']",0.15695270841680475,-0.16839533748483326,0.06663855373416337,0.014987639255307036
52.887,5250,52,886000000,,"['joint1', 'joint2']",0.15760684418586646,-0.16824154515306855,0.06444664665196036,0.015521464396060766
52.897,5251,52,896000000,,"['joint1', 'joint2']",0.1582396448719443,-0.16808665951318513,0.062318635948357994,0.01542041658993372
52.909,5252,52,906000000,,"['joint1', 'joint2']",0.15885080309893596,-0.16793388016387212,0.060118513321652925,0.01514557637205833
52.917,5253,52,916000000,,"['joint1', 'joint2']",0.1594394770159031,-0.16778434772425754,0.05783077201301838,0.014785517678740714
52.927,5254,52,926000000,,"['joint1', 'joint2']",0.16000481729996263,-0.16763877620918954,0.055461434770689856,0.01436173072453089
52.937,5255,52,936000000,,"['joint1', 'joint2']",0.16316120227585085,-0.1751494696895941,0.3331887362539083,-0.7801254092888514
52.947,5256,52,946000000,,"['joint1', 'joint2']",0.16503628797261083,-0.17847838242082315,0.12018422335797445,-0.1272228483983705
52.957,5257,52,956000000,,"['joint1', 'joint2']",0.16596757239342885,-0.17894455901645845,0.0802951554969747,-0.009486159429527241
52.967,5258,52,966000000,,"['joint1', 'joint2']",0.166712838743444,-0.17889384442653178,0.07147181333360078,0.011761470281192399
52.977,5259,52,976000000,,"['joint1', 'joint2']",0.16740775666014773,-0.1787504865516052,0.0681581473639951,0.015485999492493768
52.987,5260,52,986000000,,"['joint1', 'joint2']",0.16807585118874346,-0.17859195974617403,0.06574398855968003,0.015969390526471533
52.997,5261,52,996000000,,"['joint1', 'joint2']",0.1687204538209084,-0.17843295245783874,0.06340436771303506,0.015802054514642117
53.007,5262,53,6000000,,"['joint1', 'joint2']",0.16934133626909986,-0.1782767306765436,0.06099932891341027,0.015458920206896744
53.017,5263,53,16000000,,"['joint1', 'joint2']",0.16993771893561416,-0.17812443277077072,0.05851277535438164,0.015031894816248642
53.027,5264,53,26000000,,"['joint1', 'joint2']",0.17050881422045983,-0.17797675403284519,0.05595091573025373,0.014543288463410575
53.037,5265,53,36000000,,"['joint1', 'joint2']",0.17366175654509686,-0.18546547370647293,0.3334987127178044,-0.7799939796673767
53.047,5266,53,47000000,,"['joint1', 'joint2']",0.17554311908310005,-0.18880621039125156,0.12073425506502944,-0.1284275329714187
53.057,5267,53,56000000,,"['joint1', 'joint2']",0.17647739171788146,-0.18927986432729593,0.08040945941126217,-0.009921890352204643
53.067,5268,53,66000000,,"['joint1', 'joint2']",0.17722217643936578,-0.18923159002841317,0.07131009654628888,0.011616159986780325
