Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,child_frame_id,pose.pose.position.x,pose.pose.position.y,pose.pose.position.z,pose.pose.orientation.x,pose.pose.orientation.y,pose.pose.orientation.z,pose.pose.orientation.w,pose.covariance,twist.twist.linear.x,twist.twist.linear.y,twist.twist.linear.z,twist.twist.angular.x,twist.twist.angular.y,twist.twist.angular.z,twist.covariance
1717334905.4855082,3870,78,0,odom,base_link,5.223055975818724,3.243810812433715,0.0009574347819644831,0.00010206207133689018,-6.7012608793944105e-06,0.7934080289330482,0.6086901421601982,"(18.742259504193967, -23.777864276617336, -5.524862667584016e-10, 3.979658276097468e-22, 2.423418821164528e-19, -5.898095269946374, -23.777864276616313, 41.89476420348133, -7.214569842693135e-09, 9.755487918517911e-23, -9.037816520714763e-19, 9.397754331969157, -5.52486266758419e-10, -7.214569842693077e-09, 4.645685295656742, 5.879462765122582e-20, 6.221754560819136e-15, 1.54127433887964e-13, 3.979658276097464e-22, 9.755487918517905e-23, 5.879462765122581e-20, 2.6019537157499313e-07, 3.6178100883645006e-23, 3.783008711766824e-12, 2.423418821164529e-19, -9.037816520714765e-19, 6.221754560819137e-15, 3.617810094072959e-23, 2.6019537157548636e-07, -5.327224498422273e-16, -5.898095269946489, 9.39775433196933, 1.541274338879658e-13, 3.783008711766823e-12, -5.327224498422274e-16, 4.644104456771001)",-6.355651115131073e-06,0.0,0.0,-0.0024244280533098394,-0.0013877943689619308,-0.0005743711317591038,"(0.0008942727718040334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008942727718040334, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012010436775317553, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2474462435201218e-05, 4.219930408191474e-19, 3.3694007355062516e-15, 0.0, 0.0, 0.0, 4.2199304081915494e-19, 2.2474462435201597e-05, 2.492988371394502e-15, 0.0, 0.0, 0.0, 3.369400735506251e-15, 2.4929883713945016e-15, 2.3605215918665182e-05)"
1717334905.5060833,3871,78,20000000,odom,base_link,5.223056008706091,3.2438106897839707,0.0009574347591067801,0.00010210868000870426,-6.9063293234827275e-06,0.793407509316202,0.608690819453342,"(18.74325847953575, -23.77786331813236, -5.50588581523031e-10, 9.440358396372751e-23, 2.8456488335516497e-19, -5.898094700424629, -23.777863318131335, 41.89576524337794, -7.216671858374243e-09, 3.507519409944429e-23, -1.0612458263660896e-18, 9.397754484680423, -5.505885815230484e-10, -7.216671858374187e-09, 4.646885730659551, -5.325690560198523e-20, 6.206324281345108e-15, 1.54127468832273e-13, 9.440358396372753e-23, 3.507519409944429e-23, -5.325690560198527e-20, 2.601953715756942e-07, 2.2988230014557668e-23, -1.3568664614388557e-12, 2.84564883355165e-19, -1.0612458263660896e-18, 6.20632428134511e-15, 2.2988229957381494e-23, 2.6019537157548594e-07, -2.817636438240052e-16, -5.898094700424743, 9.397754484680595, 1.5412746883227473e-13, -1.356866461438855e-12, -2.817636438240053e-16, 4.645304483558322)",-6.339877032137093e-06,0.0,0.0,-0.002789161741636841,0.01257573947750179,0.001408576082206836,"(0.000894272777675864, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000894272777675864, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012010436835819776, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.24744624352013e-05, 4.468058684527712e-19, 3.924477242811608e-15, 0.0, 0.0, 0.0, 4.468058684527573e-19, 2.2474462435201533e-05, 2.274149340636428e-15, 0.0, 0.0, 0.0, 3.924477242811607e-15, 2.274149340636428e-15, 2.3605215918665056e-05)"
1717334905.5264497,3872,78,40000000,odom,base_link,5.223056041512347,3.243810567439001,0.0009574347381947775,0.00010208151823444176,-6.937524067077249e-06,0.7934159279388104,0.6086798459159222,"(18.744257458473246, -23.77786236203423, -5.489885609092436e-10, 5.595998618571128e-22, 1.7256963431603252e-19, -5.898094132171727, -23.77786236203321, 41.89676628175245, -7.217468178749042e-09, 1.3552359977010305e-22, -6.435519901864196e-19, 9.397754637054947, -5.489885609092607e-10, -7.217468178748989e-09, 4.64808616566233, 1.3040531509294056e-19, 6.1909036758967114e-15, 1.5412746196805788e-13, 5.595998618571124e-22, 1.3552359977010297e-22, 1.3040531509294054e-19, 2.601953715743498e-07, 3.661952924338721e-23, 1.2291498103946395e-11, 1.7256963431603252e-19, -6.435519901864197e-19, 6.190903675896711e-15, 3.661952916034224e-23, 2.601953715754965e-07, -7.751148195231539e-16, -5.898094132171841, 9.397754637055119, 1.5412746196805963e-13, 1.22914981039464e-11, -7.751148195231541e-16, 4.646504510349608)",-6.32411275149344e-06,0.0,0.0,0.0018774729813185074,0.00485229849372258,0.0013142232755328949,"(0.0008942727834061506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008942727834061506, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012010436894863297, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2474462435202566e-05, 2.8575345999180117e-19, 2.483466611259839e-15, 0.0, 0.0, 0.0, 2.8575345999177907e-19, 2.2474462435202973e-05, 2.2290359954319072e-15, 0.0, 0.0, 0.0, 2.483466611259839e-15, 2.2290359954319072e-15, 2.3605215918666317e-05)"
1717334905.5467505,3873,78,60000000,odom,base_link,5.223056074240012,3.2438104453992787,0.0009574347161837444,0.00010214460473011574,-6.952257314589236e-06,0.7934167812614659,0.6086787335950232,"(18.74525644101254, -23.77786140834363, -5.467161047138678e-10, 8.750337423078381e-22, 2.338100970122887e-19, -5.898093565190806, -23.777861408342616, 41.897767318655255, -7.219161459475894e-09, 2.162942833637962e-22, -8.718540844706132e-19, 9.39775478910499, -5.467161047138849e-10, -7.21916145947584e-09, 4.649286600665077, 1.2139192564617992e-19, 6.175492572105068e-15, 1.5412745609135024e-13, 8.75033742307838e-22, 2.162942833637962e-22, 1.2139192564617997e-19, 2.6019537157489365e-07, 4.742485617972097e-23, 4.74691683651088e-12, 2.338100970122888e-19, -8.718540844706134e-19, 6.175492572105069e-15, 4.7424856251707553e-23, 2.601953715754948e-07, -7.512911975681109e-16, -5.898093565190919, 9.397754789105162, 1.5412745609135199e-13, 4.746916836510878e-12, -7.512911975681111e-16, 4.64770453713748)",-6.30835827950914e-06,0.0,0.0,0.00271591965507473,0.010115286954825713,-0.003452897750897036,"(0.0008942727889956079, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008942727889956079, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012010436952477918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.24744624352012e-05, 4.444302912395181e-19, 3.278006826899617e-15, 0.0, 0.0, 0.0, 4.444302912395242e-19, 2.247446243520165e-05, 2.711938558911311e-15, 0.0, 0.0, 0.0, 3.278006826899616e-15, 2.7119385589113107e-15, 2.3605215918665158e-05)"
1717334905.566202,3874,78,80000000,odom,base_link,5.223056106884554,3.2438103236633897,0.0009574346994673833,3.842147258539728e-05,7.617079194881121e-05,0.7933958417167805,0.608706030090324,"(18.74625542713507, -23.777860457015553, -5.446822109192131e-10, 1.6820087057260235e-18, 4.4174696754815817e-16, -5.898092999475277, -23.777860457014544, 41.89876835399011, -7.2202948324879396e-09, 5.42109813027757e-19, -1.647345603863233e-15, 9.39775494080657, -5.446822109192304e-10, -7.220294832487888e-09, 4.650487035667797, -7.328878651559685e-16, 1.4211464091719197e-11, 1.5412754669193224e-13, 1.6820087057260227e-18, 5.421098130277569e-19, -7.328878651559684e-16, 0.0006002804321822838, -7.512169044595068e-17, 2.281382898111217e-08, 4.4174696754815817e-16, -1.6473456038632327e-15, 1.4211464091719197e-11, -7.512169013908655e-17, 0.0006002804376572184, 6.761763815203231e-13, -5.898092999475389, 9.397754940806742, 1.5412754669193398e-13, 2.2813828981112175e-08, 6.761763815203239e-13, 4.64890457357914)",-6.292613505883088e-06,0.0,0.0,0.002715919655075106,0.010115286954826023,-0.003438727283654731,"(0.0008942727944466985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008942727944466985, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001201043700869972, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0002224744624351614, 4.444302909444089e-19, 3.264556287406842e-15, 0.0, 0.0, 0.0, 4.44430290944415e-19, 0.00022247446243516184, 2.700810749051587e-15, 0.0, 0.0, 0.0, 3.264556287406841e-15, 2.7008107490515865e-15, 0.0004230980306300796)"
1717334905.5877504,3875,78,100000000,odom,base_link,5.223056139449973,3.2438102022322024,0.0009574346738446855,0.00010223708180733797,-7.037303113513693e-06,0.7934485798809742,0.6086372816242205,"(18.747254416850048, -23.777859508079022, -5.427997916266457e-10, 7.884420073375802e-22, 2.2849769426735638e-19, -5.898092435029508, -23.777859508078006, 41.899769387826055, -7.22199006479477e-09, 1.2681614452130948e-22, -8.520096162819722e-19, 9.397755092176554, -5.427997916266631e-10, -7.2219900647947186e-09, 4.651687470670488, 5.693451385318465e-19, 6.1446989711584336e-15, 1.5412743075961526e-13, 7.884420073375799e-22, 1.2681614452130948e-22, 5.693451385318467e-19, 2.6019537157507195e-07, 1.1112258120876612e-22, 5.25943864461034e-12, 2.284976942673563e-19, -8.520096162819719e-19, 6.1446989711584336e-15, 1.1112258168139065e-22, 2.6019537157572623e-07, -1.7623414508689483e-15, -5.8980924350296196, 9.397755092176727, 1.5412743075961693e-13, 5.259438644610337e-12, -1.7623414508689491e-15, 4.650104590715358)",-6.276878534318365e-06,0.0,0.0,0.001201753606870674,0.0032906487668483636,0.006643215969666212,"(0.0008942727997622168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008942727997622168, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012010437063561413, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.247446243520123e-05, 4.0781181597778143e-19, 3.2250099166630804e-15, 0.0, 0.0, 0.0, 4.0781181597786044e-19, 2.2474462435201634e-05, 2.5155554820372256e-15, 0.0, 0.0, 0.0, 3.2250099166630804e-15, 2.515555482037224e-15, 2.3605215918665212e-05)"
1717334905.6072674,3876,78,120000000,odom,base_link,5.22305617194836,3.2438100811087605,0.0009574346528816042,0.00010222485071496679,-7.120950576305224e-06,0.793480081221021,0.6085962127756415,"(18.748253410198448, -23.77785856164752, -5.407254527833046e-10, 4.392803441539604e-22, 2.4519387169076515e-19, -5.898091871870389, -23.777858561646514, 41.90077042042067, -7.223676335777693e-09, 2.0575577125963282e-23, -9.138062539276594e-19, 9.397755243278498, -5.407254527833221e-10, -7.2236763357776395e-09, 4.652887905673151, 6.08753125975376e-19, 6.1293164831808416e-15, 1.5412729233411092e-13, 4.392803441539604e-22, 2.057557712596328e-23, 6.087531259753757e-19, 2.6019537157533173e-07, 1.1859700709136797e-22, 3.2165892462083928e-12, 2.451938716907652e-19, -9.138062539276592e-19, 6.129316483180841e-15, 1.185970072094397e-22, 2.601953715757621e-07, -1.7630542739229372e-15, -5.8980918718705, 9.39775524327867, 1.5412729233411264e-13, 3.216589246208393e-12, -1.7630542739229364e-15, 4.651304617502906)",-6.261153303203903e-06,0.0,0.0,-0.002087978314676405,-0.00193785477878148,0.0007381334911467363,"(0.0008942728049453248, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008942728049453248, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.001201043711709667, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.247446243520272e-05, 4.565475816029094e-19, 3.452831856937706e-15, 0.0, 0.0, 0.0, 4.565475816029353e-19, 2.2474462435203125e-05, 2.643719132524132e-15, 0.0, 0.0, 0.0, 3.4528318569377057e-15, 2.643719132524132e-15, 2.3605215918666002e-05)"
1717334905.6277168,3877,78,140000000,odom,base_link,5.223056204375597,3.243809960291758,0.0009574346306749988,0.00010214937169707004,-7.091308817077715e-06,0.7934876500467001,0.608586344521946,"(18.749252407160203, -23.777857617672023, -5.38846102736478e-10, 4.0356062373745197e-23, 2.861819018348062e-19, -5.898091309990739, -23.777857617671017, 41.901771451668694, -7.22575326020574e-09, -1.8146507363820282e-24, -1.0662388084330755e-18, 9.397755394086184, -5.388461027364956e-10, -7.225753260205687e-09, 4.654088340675786, 6.768221756862929e-20, 6.1139435133950714e-15, 1.5412729022908308e-13, 4.035606237374518e-23, -1.814650736382034e-24, 6.768221756862926e-20, 2.6019537157578394e-07, 3.9148550768508885e-23, -1.894990516065833e-12, 2.861819018348061e-19, -1.0662388084330753e-18, 6.11394351339507e-15, 3.914855071119009e-23, 2.6019537157548726e-07, -4.791566094600212e-16, -5.89809130999085, 9.397755394086357, 1.5412729022908474e-13, -1.894990516065834e-12, -4.791566094600218e-16, 4.652504644290273)",-6.2454378044356094e-06,0.0,0.0,-0.0025605582022507197,0.007526920875741085,0.0028022461740974326,"(0.0008942728099989238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008942728099989238, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012010437169334592, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2474462435201326e-05, 4.598969041993493e-19, 3.999436854556912e-15, 0.0, 0.0, 0.0, 4.598969041993447e-19, 2.2474462435201553e-05, 2.2991571430430477e-15, 0.0, 0.0, 0.0, 3.999436854556909e-15, 2.2991571430430473e-15, 2.360521591866503e-05)"
1717334905.6480863,3878,78,160000000,odom,base_link,5.2230562367251405,3.243809839779235,0.0009574346095639711,0.00010207092722836684,-7.09777310589809e-06,0.7935035767449358,0.6085655784088853,"(18.75025140771432, -23.77785667610111, -5.371628804587653e-10, 2.6808974765604976e-22, 2.105260777031334e-19, -5.898090749383006, -23.7778566761001, 41.902772481459635, -7.226871906929446e-09, 3.6739762214608235e-23, -7.842551375215105e-19, 9.397755544572084, -5.371628804587825e-10, -7.226871906929391e-09, 4.655288775678393, 2.554770542401758e-19, 6.0985801568620665e-15, 1.5412724893629917e-13, 2.6808974765604967e-22, 3.6739762214608193e-23, 2.554770542401758e-19, 2.6019537157468417e-07, 6.081039166849539e-23, 7.355390023807611e-12, 2.1052607770313339e-19, -7.842551375215108e-19, 6.098580156862067e-15, 6.081039134411453e-23, 2.601953715755334e-07, -1.0423789733890082e-15, -5.898090749383116, 9.397755544572256, 1.541272489363008e-13, 7.355390023807614e-12, -1.0423789733890082e-15, 4.653704671078982)",-6.229732079350022e-06,0.0,0.0,0.0032628804330993837,0.005266529951829171,0.0020735794533606224,"(0.000894272814926384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.000894272814926384, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012010437220309092, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2474462435201163e-05, 3.4472642171364223e-19, 3.0153942600888576e-15, 0.0, 0.0, 0.0, 3.4472642171357136e-19, 2.2474462435201536e-05, 2.2470226832163795e-15, 0.0, 0.0, 0.0, 3.0153942600888564e-15, 2.247022683216379e-15, 2.3605215918665317e-05)"
1717334905.6671922,3879,78,180000000,odom,base_link,5.223056268999227,3.243809719571595,0.0009574345883563628,0.0001020060859412121,-7.190350620696204e-06,0.7935148476950986,0.6085508820390304,"(18.751250411864984, -23.77785573695037, -5.348589634945564e-10, 6.295805158932763e-22, 2.2762772829878464e-19, -5.898090190049582, -23.777855736949356, 41.90377350983246, -7.228303536555492e-09, 1.4084520185450147e-22, -8.478146985496441e-19, 9.397755694745666, -5.348589634945735e-10, -7.2283035365554375e-09, 4.6564892106809745, 1.8866936724005952e-19, 6.083226239454535e-15, 1.5412722850590636e-13, 6.29580515893276e-22, 1.408452018545014e-22, 1.8866936724005956e-19, 2.60195371574867e-07, 5.910449777651778e-23, 5.149634119335739e-12, 2.2762772829878454e-19, -8.478146985496441e-19, 6.0832262394545326e-15, 5.910449757512734e-23, 2.60195371575511e-07, -9.497065492601465e-16, -5.898090190049692, 9.397755694745838, 1.5412722850590795e-13, 5.149634119335736e-12, -9.49706549260147e-16, 4.654904697866959)",-6.214036057851868e-06,0.0,0.0,-0.004925375481215062,0.004868730367768531,0.0011904940930728184,"(0.0008942728197308743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0008942728197308743, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0012010437270051203, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.2474462435202637e-05, 4.61088528558615e-19, 3.242260423746841e-15, 0.0, 0.0, 0.0, 4.61088528558586e-19, 2.2474462435203125e-05, 2.849570195585966e-15, 0.0, 0.0, 0.0, 3.2422604237468407e-15, 2.849570195585967e-15, 2.3605215918666012e-05)"
