Time,linear.x,linear.y,linear.z,angular.x,angular.y,angular.z
1717334916.5970898,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334916.5974624,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334916.6971,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334916.7984295,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334916.898168,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334916.9981787,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334917.0981154,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334917.1983726,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334917.2993383,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334917.4027987,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334917.5039005,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334917.6017334,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334917.700722,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334917.8001888,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334917.8999562,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334918.0000918,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334918.0998027,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334918.2001238,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334918.3009624,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334918.401218,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334918.5018559,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334918.6020122,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334918.7023208,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334918.8021073,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334918.906166,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334919.0044,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334919.1029828,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334919.2032802,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334919.303131,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334919.4042482,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334919.5033698,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334919.6053948,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334919.7059977,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334919.8051915,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334919.904806,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334920.004965,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334920.1052473,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334920.2055216,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334920.307048,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334920.407083,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334920.5067348,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334920.6076453,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334920.7071064,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334920.8071706,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334920.9070597,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334921.0069876,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334921.1073368,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334921.2074857,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334921.3075182,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334921.4079564,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334921.5079687,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334921.6082227,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334921.7084463,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334921.8098123,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334921.909199,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334922.0094943,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334922.109913,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334922.2104428,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334922.3101056,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334922.410965,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334922.5104263,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334922.6117232,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334922.711401,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334922.8109431,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334922.911118,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334923.0113769,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334923.111152,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334923.2117403,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334923.312172,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334923.4123523,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334923.5124512,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334923.6132708,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334923.713943,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334923.8171551,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334923.9178047,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334924.0158303,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334924.115125,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334924.2150142,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334924.3149326,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334924.4151187,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334924.5165937,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334924.6159027,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334924.7154655,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334924.8155344,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334924.9158275,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334925.0188608,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334925.1188352,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334925.2199554,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334925.3194058,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334925.4184403,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334925.5202553,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334925.619305,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334925.7187848,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334925.8185456,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334925.9185047,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334926.0185542,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334926.119123,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334926.2199273,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334926.3195438,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334926.4197378,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334926.5200787,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334926.6238866,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334926.7221344,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334926.82215,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334926.9214342,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334927.0215757,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334927.1215382,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334927.2216043,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334927.3220546,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334927.4221087,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334927.5222695,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334927.622686,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334927.7231817,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334927.8231757,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334927.9248326,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334928.0238948,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334928.124985,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334928.224651,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334928.324442,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334928.4243946,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334928.526482,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334928.6254592,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334928.7257106,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334928.8255885,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334928.9260893,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334929.025998,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334929.1262472,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334929.22643,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334929.3262818,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334929.426872,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334929.5268295,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334929.627148,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334929.7274249,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334929.8278325,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334929.9279974,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334930.0280342,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334930.1282256,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334930.2309473,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334930.3293757,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334930.43017,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334930.5307631,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334930.6341245,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334930.7318206,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334930.8332512,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334930.934807,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334931.0318744,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334931.1311834,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334931.2312045,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334931.3318975,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334931.4323244,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334931.5317678,0.1,0.0,0.0,0.0,0.0,0.174532925
1717334931.6319933,0.0,0.0,0.0,0.0,0.0,0.0
